lon,lat,anio,clase,fuente,B02,B03,B04,B08,B11,B12,NDVI,NDWI
-99.20522382291833,19.484413596788215,2016,bosque,dynamic_world,1028.0,1003.5,923.0,2084.5,1704.0,1182.5,0.38620117,-0.35006475
-99.20764927418544,19.497798494521597,2016,bosque,dynamic_world,857.5,781.0,535.0,2122.0,1217.0,546.0,0.59729016,-0.46193594
-99.21016455698098,19.48782719486787,2016,bosque,dynamic_world,990.5,930.5,815.0,1682.5,1682.5,1187.5,0.34734735,-0.28779182
-99.17863369050839,19.497439168407947,2016,bosque,dynamic_world,882.0,780.0,685.5,1665.0,1181.5,712.5,0.41671985,-0.36196318
-99.17845402745156,19.501032429544427,2016,bosque,dynamic_world,924.0,899.5,777.5,2038.5,1628.0,1025.5,0.44779828,-0.38767868
-99.2148357964584,19.4888153416804,2016,bosque,dynamic_world,1188.0,1115.5,1107.0,1920.5,1664.0,1178.0,0.26870355,-0.2651515
-99.20737977960022,19.497798494521597,2016,bosque,dynamic_world,865.0,812.0,575.0,2101.0,1237.0,564.5,0.5702541,-0.44249913
-99.2117815244924,19.499145967447774,2016,bosque,dynamic_world,1013.5,921.0,890.0,1624.0,1249.0,766.0,0.291965,-0.2762279
-99.21205101907763,19.488456015566754,2016,bosque,dynamic_world,1004.0,890.5,810.0,1764.0,1606.0,1118.0,0.37062937,-0.32906386
-99.17207598893431,19.49797815757842,2016,bosque,dynamic_world,1166.0,1167.5,1294.5,1869.0,1988.0,1555.0,0.18160266,-0.23102255
-99.21223068213446,19.498517146748892,2016,bosque,dynamic_world,954.0,902.5,849.5,2034.0,1490.5,887.5,0.4107855,-0.38532266
-99.20486449680467,19.484323765259802,2016,bosque,dynamic_world,989.0,894.0,784.5,2175.5,1361.0,916.5,0.46993244,-0.4174947
-99.17998116343456,19.498517146748892,2016,bosque,dynamic_world,863.0,755.5,662.5,2017.5,1324.5,798.0,0.505597,-0.45510277
-99.21339849200382,19.4865695534701,2016,bosque,dynamic_world,1378.0,1365.5,1502.0,2129.0,1983.0,1336.0,0.1726797,-0.21848619
-99.20782893724227,19.49797815757842,2016,bosque,dynamic_world,857.5,800.0,538.0,2182.0,1286.5,584.0,0.6044118,-0.46344736
-99.17989133190615,19.49977478814666,2016,bosque,dynamic_world,946.0,867.5,785.5,1940.5,1361.5,931.5,0.42369774,-0.38212252
-99.20818826335592,19.497618831464774,2016,bosque,dynamic_world,830.0,766.0,530.5,2022.0,1351.5,728.5,0.58432907,-0.45050216
-99.20459500221943,19.485671238185983,2016,bosque,dynamic_world,976.5,919.5,762.5,2143.5,1867.0,1315.5,0.47522366,-0.39960822
-99.2140273127027,19.489084836265636,2016,bosque,dynamic_world,1434.5,1404.0,1409.5,1968.5,1710.5,1222.5,0.16548254,-0.16738325
-99.17962183732092,19.500583271902368,2016,bosque,dynamic_world,864.0,812.0,691.0,2414.5,1579.0,834.5,0.5549831,-0.49666822
-99.20450517069104,19.48603056429963,2016,bosque,dynamic_world,1330.5,1305.0,1426.0,2174.0,1924.0,1306.0,0.20777778,-0.24978442
-99.20513399138991,19.48549157512916,2016,bosque,dynamic_world,987.0,893.5,849.0,1809.5,1617.0,1135.5,0.36129397,-0.3388827
-99.20540348597515,19.48549157512916,2016,bosque,dynamic_world,1016.0,918.0,931.0,1860.0,1698.0,1169.0,0.3328556,-0.33909288
-99.17207598893431,19.498157820635242,2016,bosque,dynamic_world,1019.0,965.0,939.5,1700.5,1673.0,1276.5,0.28825757,-0.2759332
-99.17791503828109,19.500493440373955,2016,bosque,dynamic_world,960.5,934.0,922.5,1901.0,1353.5,896.0,0.34655568,-0.34109348
-99.18034048954821,19.499684956618246,2016,bosque,dynamic_world,1021.0,992.0,905.5,2111.5,2460.0,1668.5,0.39973482,-0.36072177
-99.20540348597515,19.484952585958688,2016,bosque,dynamic_world,1245.0,1213.0,1285.5,2222.0,2139.0,1572.5,0.26699927,-0.2937409
